ID,question_15_reason,question_15_ans,question_16_reason,question_16_ans,question_17_reason,question_17_ans,question_18_reason,question_18_ans
1011,"I have a high aversion to risk and prefer to avoid uncertainties, which makes me hesitant about investing in stocks or other volatile investments. Additionally, my low confidence in financial knowledge leads me to feel uncertain about making investment decisions. Therefore, I do not feel prepared to invest my money right now.",4,"Given my high risk aversion and low confidence in financial knowledge, I would be skeptical about guaranteed profit claims and prefer to avoid potential losses, making me unlikely to pay for such information.",2,"I tend to avoid risks and prefer to be cautious with my finances. Having insurance that covers even small damages provides a sense of security and peace of mind, even if it may not seem necessary to others.",1,"As a 16-year-old student living in Japan with high risk aversion and a preference for immediate rewards, I tend to avoid spending large amounts on online games. I also have a low level of financial knowledge and an overall cautious approach to spending. Therefore, I have never spent money on online games.",1
1012,"I have a high level of risk aversion, which makes me hesitant to invest in stocks or other volatile investments. However, I understand the importance of growing my savings for the future. My low financial knowledge score also makes me cautious about making investment decisions without proper understanding. Therefore, I would lean towards not wanting to invest heavily right away, but I might consider safer options if they present themselves.",3,"I am cautious about investments and tend to avoid risks, so I would prefer not to pay for information that claims guaranteed profits, as it may not be trustworthy.",2,"As someone with high risk aversion, I prefer to avoid potential financial losses, and having insurance that covers even small damages provides a sense of security. It helps me feel protected against unexpected expenses, even if they are minor.",1,"As a 16-year-old living in Japan, I have limited financial resources and prioritize saving over spending on games. Therefore, I have never spent money on online games.",1
1013,"I feel a bit unsure about investing because I have a high level of risk aversion and loss aversion. I'm concerned about losing money and not being confident in my financial knowledge, which makes me hesitant to invest in stocks or other investments. However, I understand that investing could potentially help me grow my savings in the long term, but it also seems daunting.",3,"Given my high risk aversion and loss aversion, I would be very cautious about any investment opportunities, especially ones that claim to be guaranteed. I prefer not to take risks with my money, and investing often involves uncertainties. Additionally, with my current financial knowledge score being average, I might not fully understand the complexities of such investments, making me hesitant to pay for that information.",2,"I tend to avoid risks and have a high sensitivity to potential losses, so having insurance that covers even small damages provides me with peace of mind and reduces my anxiety about unexpected expenses.",1,"I tend to avoid spending money on online games due to my high risk aversion and loss aversion. I prioritize saving and being cautious with my finances, so I have never spent money on online games.",1
1014,"I have a low risk aversion and low loss aversion, which makes me open to investing in stocks and other opportunities. I understand that investing can lead to potential gains, and I'm willing to take some risks for future rewards, even if I may prefer immediate results.",2,"I believe that there are no guaranteed ways to make a profit in investments, and paying for such information could be a waste of resources. Additionally, I prefer to explore options on my own and learn through experience rather than relying on potentially misleading guarantees.",2,"I tend to prefer immediate rewards and may not see the value in paying for insurance that covers small damages, as I generally have a low risk aversion and loss aversion. I would rather save that money for something more immediate or rewarding.",2,"I enjoy playing games but I prefer not to spend too much money on them. My low risk aversion makes me willing to spend a little, but I also prioritize saving for other things. Therefore, I usually spend within a modest range.",4
1015,"I feel uncertain about investing because I have a high level of risk aversion and loss aversion. Given my limited financial knowledge, I'm concerned about the potential losses I could face in the stock market, which makes me hesitant to take that step.",4,"Given my high risk aversion and loss aversion, I prefer to avoid potential losses and am skeptical about guarantees in investing. Therefore, I would not be willing to pay for such information.",2,"I prefer to avoid risks and am sensitive to potential losses, so having insurance that covers even small damages makes me feel more secure and less anxious about unexpected expenses.",1,"As a student with limited financial knowledge and a high level of risk aversion, I tend to avoid spending money on online games. Additionally, my preference for immediate rewards over future gains makes me cautious about spending, especially since I have a low financial knowledge score. Therefore, I have never spent money on online games.",1
1016,"I have a high level of risk aversion and loss aversion, which makes me hesitant to invest in stocks or other investments that could potentially involve significant losses. Additionally, my low financial knowledge makes me feel unsure about making investment decisions, leading me to prefer a more secure approach to managing my money.",4,"Given my low financial knowledge and high risk aversion, I would be skeptical about any claims of guaranteed profits. I prefer to avoid risks and potential losses, so I would not want to pay for something that might not be reliable.",2,"Given my high risk aversion and loss aversion, I tend to be very cautious about potential losses. Insurance policies that cover even small damages provide me with a sense of security and peace of mind, ensuring that I won't face unexpected financial burdens. This aligns with my preference for minimizing risks and protecting myself from losses.",1,"As a student with high risk aversion and loss aversion, I tend to avoid spending a lot of money, especially on non-essential items like online games. Additionally, my financial knowledge is quite low, which makes me cautious about spending money I might not have. Therefore, I have never spent money on online games.",1
1017,"Given my high risk aversion and loss aversion, I feel apprehensive about investing in stocks or other high-risk investments. I prefer to prioritize stability and security over potentially volatile returns. Therefore, I would likely lean towards safer investment options or savings rather than actively investing in the stock market.",4,"Given my high risk aversion and loss aversion, I would be cautious about spending money on investment information, especially if it suggests guaranteed profits. I understand that nothing is truly guaranteed in investing, and I prefer to avoid potential financial losses.",2,"I find insurance policies that compensate for small damages appealing because they provide a sense of security and peace of mind. Given my high risk aversion and loss aversion, having coverage for even minor issues helps me feel more protected against unexpected expenses.",1,"I have a high level of risk aversion and loss aversion, which makes me cautious about spending money on online games. Additionally, I prefer to save my money for future needs rather than spend it on immediate rewards like gaming, so my spending is likely to be quite low.",1
1018,"I have a low risk aversion and a low loss aversion, which means I'm open to taking some risks with my money for potential gains. However, my financial knowledge is still limited, so I would like to learn more about investing before I make any definitive decisions. I find the idea of growing my wealth through investments appealing, but I want to be cautious and informed.",2,"As a 16-year-old with low financial knowledge and low risk aversion, I might be curious about investment opportunities. However, my lack of confidence and understanding makes me hesitant to pay for information that claims guaranteed profits, as I recognize that investments always carry risks.",2,"I don't find it appealing because I have a low risk aversion and don't mind taking some risks. I prefer to save money rather than pay for insurance that covers small damages, as I believe I can handle those situations myself.",2,"As a student with limited financial resources and a low risk aversion, I tend to be cautious with my spending. I mostly play free games or games with minimal costs, so I haven't spent much on online gaming. Therefore, my maximum spending would be on the lower end of the scale.",1
1019,"I feel hesitant about investing because I have a high aversion to risk and prefer to avoid potential losses. My financial knowledge is also limited, which makes me unsure about making investment decisions. Therefore, I would lean towards not wanting to invest.",4,"Given my high risk aversion and low overconfidence level, I prefer to avoid uncertainty and may not find value in investments that promise guaranteed profits, as they often come with hidden risks. Additionally, my preference for immediate rewards makes me skeptical about long-term investment strategies.",2,"I tend to avoid taking risks, so having insurance that covers even small damages gives me peace of mind. However, I also consider the costs of such policies and might feel that they aren't worth it for minor issues.",1,"I try to avoid spending money on games due to my high risk aversion and preference for saving. I usually enjoy free games or those that do not require in-game purchases, so I have never felt the need to spend money on online games.",1
1020,"I have a high level of risk aversion and loss aversion, which makes me hesitant to invest in stocks or other volatile investments. I prefer to avoid potential losses and may not feel confident in managing investments, given my current financial knowledge level. Immediate rewards are more appealing to me than uncertain future gains.",4,"I have a high risk aversion and prefer to avoid taking risks. Given my low financial knowledge score and large time discount rate, I doubt that there are guaranteed ways to make a profit through investment. Therefore, it's not worth paying for such information.",2,"I tend to avoid risks and am sensitive to potential losses, so having insurance that covers even small damages provides me with a sense of security and peace of mind. It helps alleviate my concerns about unexpected expenses.",1,"As a student with high risk aversion and a preference for immediate rewards, I tend to avoid spending too much on online games. Additionally, I haven't prioritized spending money on gaming, especially since I might not have a steady income. Therefore, I have never spent money on online games.",1
1021,"I have a high level of risk aversion and loss aversion, which makes me hesitant to invest in stocks or other investments that could lead to potential losses. I prefer to avoid risks and might find investing too stressful, especially since I also have a large time discount rate that makes me favor immediate rewards over future gains.",4,"I am risk-averse and have a high loss aversion, meaning I tend to avoid taking risks and feel very sensitive to potential losses. Paying for information might not align with my cautious approach to investments, especially since no investment can truly guarantee profit. Therefore, I would be hesitant to pay for such information.",2,"I prefer to avoid risks and potential losses, so having insurance that covers even small damages provides me with a sense of security and peace of mind.",1,"As someone with high risk aversion and loss aversion, I prefer not to spend a lot of money on online games. I usually stick to free-to-play options or in-game purchases that are minimal. Therefore, I have never spent money on online games.",1
1022,"I have a high level of risk aversion and loss aversion, which makes me hesitant to invest in stocks or other risky investments. I prefer to avoid potential losses and prioritize immediate rewards over uncertain future gains.",4,"Given my high risk aversion and loss aversion, I am cautious about investing and prefer to avoid potential losses. Additionally, my large time discount rate indicates that I prioritize immediate rewards over future gains, making me less inclined to invest in something that does not provide instant gratification. Therefore, I would not be willing to pay for such information.",2,"Given my high risk aversion and loss aversion, I find it appealing to have insurance that covers even small damages. It provides peace of mind and helps mitigate the fear of potential losses, even if they are minor.",1,"As a student with a high level of risk aversion and loss aversion, I tend to avoid spending large amounts of money on entertainment like online games. Additionally, my preference for immediate rewards over future rewards makes me cautious about expenditures that don't provide instant gratification. Therefore, I have never spent money on online games.",1
1023,"I have a high level of risk aversion, which makes me hesitant to invest in stocks or other high-risk investments. Additionally, my financial knowledge is limited, which adds to my uncertainty about investing. While I understand the potential benefits of investing, my preference for safety and my low confidence in my financial decisions lead me to lean towards not wanting to invest.",4,"Given my high risk aversion and low confidence in financial knowledge, I would prefer not to pay for information on investments that may not be guaranteed. I am cautious about financial decisions and would rather seek free resources to learn more before considering any investment.",2,"I tend to avoid risks, and having insurance that covers even small damages provides me with a sense of security. It gives me peace of mind knowing that I won't have to bear unexpected expenses, even if they are minor.",1,I have never spent money on online games as I am quite cautious with my finances and prioritize saving over spending on entertainment.,1
1024,"I'm quite risk-averse and sensitive to potential losses, so I feel uncertain about investing in stocks or other investments. I'm not confident in my financial knowledge, which makes me hesitant to engage in investing.",4,"I have a low financial knowledge score and a high risk aversion, which makes me hesitant to invest. Additionally, my high loss aversion means I would be very cautious about spending money on something that may not guarantee success. Therefore, I prefer to avoid paying for investment information.",2,"I find insurance policies that compensate for small damages appealing because they provide a sense of security and peace of mind. Given my high risk aversion and loss aversion, knowing that I can be compensated even for minor issues makes me feel more protected against potential financial losses.",1,"I have never spent money on online games because I tend to avoid risks and prioritize saving. Additionally, my financial knowledge is quite low, so I prefer not to engage in spending that could lead to potential losses.",1
1025,"I believe investing in stocks and other investments can help grow my wealth over time. Since I have a low risk aversion, I feel comfortable taking some risks for potential gains, even though I am sensitive to losses. I think it's important to start investing early to benefit from compound growth.",1,"While I have a good understanding of financial concepts, my high loss aversion makes me cautious about investments. I would prefer to seek out free resources and do my own research rather than spend money on potentially risky information.",2,"I find insurance policies that compensate for small damages appealing because they provide a sense of security and protection against unexpected financial losses. Even though I am generally risk-averse, knowing that I can recover from minor incidents helps alleviate some of the stress associated with potential losses.",1,"As a student with a focus on financial knowledge and a tendency towards high loss aversion, I am careful with my spending. While I enjoy gaming, I prefer not to spend excessively on online games, which leads me to limit my expenses. Therefore, I have not spent more than 1,000 yen in a month on gaming.",2
1026,"I want to invest because I believe it can help grow my money over time, even though I might be cautious about potential losses. Since my risk aversion is low, I'm open to exploring different investment options, but my high loss aversion makes me careful about how I approach it.",2,"While I have a low risk aversion and am open to investment, my high loss aversion makes me cautious about spending money on information that may not guarantee success. I prefer to seek free resources or learn through experience rather than paying for potentially unreliable information.",2,"I find insurance policies that compensate even for small damages appealing because they provide a sense of security and protection from unexpected financial losses, which aligns with my high loss aversion. Even though I may not be inclined to take risks, knowing that I am covered for smaller issues can prevent stress and help me manage my finances better.",1,"As a student, I prioritize my finances and often focus on saving rather than spending on games. While I enjoy playing, I have never felt the need to spend money on them, so my answer reflects that choice.",1
1027,"I feel uncertain about investing because I have a high level of risk aversion and loss aversion. I'm worried about potential losses and prefer to avoid risks. Additionally, my financial knowledge is limited, which makes me hesitant to invest in stocks or other investments.",4,"I have a high level of risk aversion and loss aversion, which makes me hesitant to invest in uncertain opportunities. I also have a low financial knowledge test score, indicating that I may not fully understand investment strategies. Therefore, I would prefer to avoid spending money on information that may not guarantee success.",2,"I prefer to avoid risks and am sensitive to potential losses, so having insurance that covers even small damages gives me peace of mind. It helps me feel more secure knowing that I'm protected against unexpected expenses.",1,"As a student with a high level of financial risk aversion and loss aversion, I prefer to avoid spending significant amounts of money on online games. I have never felt the need to spend money on them, as I tend to enjoy free games or those that offer in-game rewards without a financial commitment.",1
1028,"I think investing in stocks and other investments can be a good way to grow my money over time, and since I have low risk aversion and low loss aversion, I'm open to taking some risks for potential gains. However, I also recognize the importance of being careful and informed about my investments.",2,"While I have a decent understanding of financial concepts, I am cautious and aware that there are no guaranteed ways to make a profit in investment. My low risk aversion means I'm open to exploring opportunities, but I prefer to rely on my knowledge and research rather than paying for potentially misleading information.",2,"I find insurance policies that compensate for small damages appealing because they provide a sense of security and peace of mind, knowing that I am protected against unexpected costs, even if they are minor. This helps me to manage my finances better without the fear of unexpected expenses piling up.",1,"I enjoy playing online games and sometimes make small purchases for in-game items or upgrades. However, I tend to keep my spending relatively low, so I would say I usually spend between 1,001 and 3,000 yen in a month.",4
1029,"I have a high level of risk aversion and loss aversion, which makes me hesitant about investing in stocks or other investments. I would prefer to save my money in safer options until I gain more knowledge and confidence in investing.",4,"Given my high risk aversion and loss aversion, I am cautious about investments and prefer to avoid potential losses. Additionally, my limited financial knowledge makes me skeptical about the reliability of such information, leading me to believe that guaranteed profit claims are often misleading.",2,"I tend to avoid risks and I find the idea of being compensated for even small damages appealing because it provides a sense of security and peace of mind. Since I am sensitive to potential losses, having insurance for small damages helps reduce the worry about unexpected expenses.",1,"I have never spent money on online games because I prefer to save my money for other things and I'm generally risk-averse. Additionally, I have a low financial knowledge which makes me cautious about spending on games.",1
1030,"I feel quite uncertain about investing due to my high risk aversion and loss aversion. I'm concerned about the potential for losing money and I'm not very confident in my financial knowledge. I prefer to be cautious with my finances, so I lean towards not wanting to invest at all.",4,"Given my high risk aversion and loss aversion, I prefer to avoid potential losses, and I am not confident in my financial knowledge. Therefore, I am not willing to pay for investment information, as I am skeptical about guaranteed profits.",2,"I tend to avoid risks and I am very sensitive to potential losses, so having insurance that covers even small damages makes me feel more secure and protected against any financial setbacks.",1,"As a student with high risk aversion and loss aversion, I tend to be cautious with my spending, especially on non-essential items like online games. I prefer not to spend excessively, so I would likely fall into the lower spending categories.",1
1031,"I have a high level of risk aversion and loss aversion, which makes me hesitant to invest in stocks or other risky investments. I'm also not very confident in my financial knowledge, so I worry about making poor investment decisions. I prefer to avoid risks and potential losses, which leads me to believe that I do not really want to invest.",3,"Given my high risk aversion and loss aversion, I am cautious about investing and prefer not to pay for information that may not be reliable or could lead to potential losses. Additionally, my financial knowledge is limited, which makes me hesitant to engage in investment opportunities.",2,"I tend to avoid risks and am very sensitive to potential losses, so having insurance that covers even small damages gives me peace of mind and reduces my anxiety about unexpected expenses.",1,"I have a high level of risk aversion and loss aversion, which makes me hesitant to spend money on online games. Additionally, my inconsistent time preference leads me to prioritize immediate enjoyment without committing to significant spending. Therefore, I have never spent money on online games.",1
1032,"Given my high risk aversion and loss aversion, I feel uncertain about investing in stocks or other investments. I am concerned about the potential for loss, which makes me hesitant to want to invest. I would prefer safer options and more stable financial choices.",4,"Given my high risk aversion and loss aversion, I would be cautious about paying for information on investments. I prefer to avoid risks and losses, and I am skeptical about guaranteed profits since investments inherently carry uncertainties. Therefore, I wouldn't feel comfortable spending money on such information.",2,"I find insurance policies that compensate for small damages appealing because they provide a sense of security and protect me from unexpected financial losses, which is important given my high risk aversion and loss aversion. Even though they may seem like an extra expense, the reassurance of being covered for minor incidents helps me feel more secure.",1,"I have never spent money on online games because I prefer to save my money for future needs and I am risk-averse, which makes me hesitant to spend on non-essential items.",1
1033,"I have a high level of risk aversion and loss aversion, which makes me cautious about investing in stocks or other high-risk investments. I prefer to avoid potential losses, and my limited financial knowledge makes me unsure about making investment decisions. Therefore, I do not feel confident in my ability to invest wisely right now.",4,"Given my high risk aversion and loss aversion, I would be cautious about spending money on investment schemes, even if they claim to guarantee profits. I prefer to seek reliable and free sources of information rather than paying for something that may not deliver as promised.",2,"As someone with high risk and loss aversion, I prefer to minimize potential financial losses, even if they are small. Insurance policies that cover small damages provide peace of mind and protect against unexpected expenses, which aligns with my cautious approach to financial matters.",1,"I tend to be cautious with my spending, especially since I have a high level of risk aversion and loss aversion. I don't want to waste money on something that may not provide lasting enjoyment, so I have never spent money on online games.",1
1034,"I feel uncertain about investing due to my low financial knowledge and high risk aversion. I prefer to avoid risks and may not be confident in making investment decisions, so I would rather not invest at all.",4,"As someone with high risk aversion and low financial knowledge, I would be cautious about paying for investment information. The idea of guaranteed profits seems unrealistic and could potentially lead to more losses. Therefore, I prefer to avoid any financial commitments that may not yield a clear benefit.",2,"I find insurance policies that compensate for small damages appealing because they provide a sense of security and protection against unexpected expenses, even if I am generally risk-averse. This can help avoid financial stress in case of minor incidents.",1,"I haven't spent money on online games because I tend to avoid risks and prefer to save my money for more important things. Additionally, my low confidence in financial matters makes me hesitant to spend on games.",1
1035,"I want to invest because I believe it can help grow my wealth over time, even though I am somewhat cautious due to my high loss aversion. I am willing to take calculated risks, especially in stocks, as I have some financial knowledge and I want to make my money work for me in the long run.",2,"As a student with a low level of overconfidence and high loss aversion, I am cautious about investments. I would prefer to gather free information and research thoroughly before considering any paid resources, especially since there are no guaranteed ways to make a profit.",2,"I find insurance policies that compensate even for small damages appealing because, despite my low risk aversion, my high loss aversion makes me sensitive to potential losses. Having coverage for small damages gives me peace of mind and reduces the stress of unexpected expenses.",1,"As a student with limited financial resources, I tend to be cautious about spending money on online games. Additionally, my low risk aversion means I’m willing to spend a little, but my high loss aversion makes me hesitant to spend too much in case I don’t enjoy the games. Therefore, I would say I have spent between 1,001–3,000 yen in a month.",4
1036,"I have a low financial knowledge test score, and I am risk-averse, which makes me hesitant to invest in stocks or other investments that could be volatile. Additionally, my large time discount rate means I prefer immediate rewards, so I might not prioritize long-term investments.",4,"I have low financial knowledge and a high risk aversion, which makes me cautious about investments. Additionally, I prefer immediate rewards and may not be willing to invest money for uncertain future gains, even if the information claims to be about guaranteed profits.",2,"I tend to avoid risks, so having insurance that covers even small damages provides me with a sense of security and peace of mind. It reassures me that I won't face financial difficulties from unexpected expenses.",1,"As a 16-year-old student with a high level of risk aversion and a large time discount rate, I prefer not to spend much money on online games. I generally avoid spending on non-essential items and have never felt the need to invest significantly in gaming.",1
1037,"I have a high level of risk aversion and loss aversion, which makes me hesitant to invest in stocks or other investments that can fluctuate in value and lead to potential losses. I prefer to avoid risks and would rather save my money in safer options. Additionally, my large time discount rate indicates that I prioritize immediate rewards over future gains, making long-term investments less appealing to me.",4,"I am highly risk-averse and sensitive to potential losses, which makes me cautious about investments. I prefer to avoid risks and immediate rewards, so I wouldn't be willing to pay for investment information that claims to guarantee profits, as such claims often come with uncertainties.",2,"I prefer to avoid risks and have a high sensitivity to potential losses. Having insurance that compensates for even small damages provides me with a sense of security and peace of mind, knowing that I am protected against unexpected expenses.",1,I have never spent money on online games as I prefer to avoid financial risks and focus on immediate rewards rather than long-term investments in gaming.,1
1038,"I have a high level of risk aversion and loss aversion, which makes me cautious about investing in stocks or other high-risk investments. I prefer safer options, and I might be hesitant to invest due to the fear of losing money, even though I understand the potential for growth.",4,"Given my high risk aversion and loss aversion, I am hesitant to invest money without a clear understanding of the risks involved. I prefer reliable information, but I am also cautious about spending money on something that may not guarantee results.",2,"As someone with high risk aversion and loss aversion, I find the idea of being compensated for even small damages appealing. It provides a sense of security and minimizes the impact of unexpected financial burdens, which I tend to worry about.",1,"As a student with a high level of risk aversion and loss aversion, I tend to avoid spending money on online games. I prioritize saving and am cautious about unnecessary expenses. Therefore, I have never spent money on online games.",1
1039,"I have a high risk aversion, which makes me hesitant to invest in stocks or other investments that can be volatile. Additionally, I prefer immediate rewards and have a low level of financial knowledge, which makes me uncertain about investing. Therefore, I don't see myself wanting to invest at all.",4,"Given my low financial knowledge and high risk aversion, I would be skeptical about any 'guaranteed' investment strategies. I prefer to avoid risks and would likely not trust information that promises profits without considering potential losses. Therefore, I would not be willing to pay for such information.",2,"As someone with high risk aversion, I prefer to minimize potential financial losses even if they are small. Insurance policies that cover small damages provide me with a sense of security and peace of mind, which is appealing to me.",1,"As a student with limited financial knowledge and a preference for avoiding risks, I tend to be cautious about spending money, especially on non-essential items like online games. Therefore, I have likely never spent money on online games.",1
1040,"Given my high risk aversion and loss aversion, I feel hesitant about investing in stocks or other investments. I worry about the potential for losses and prefer to avoid risky situations. However, I recognize the importance of growing wealth over time, so I might consider safer investment options in the future.",3,"Given my high risk aversion and loss aversion, I prefer to avoid potential losses over seeking guaranteed profits. Additionally, my financial knowledge is limited, making me cautious about investments. Therefore, I would not be willing to pay for information on guaranteed profit-making investments.",2,"Given my high risk aversion and loss aversion, I find the idea of insurance policies that compensate for small damages appealing because they provide a sense of security and protection against potential losses, even if they may seem minor.",1,"As a student with high risk aversion and loss aversion, I tend to avoid spending money on online games. I prioritize saving and am cautious about my expenses, especially given my limited financial knowledge. Therefore, I have never spent money on online games.",1
